[2017-01-19 22:28:30,577]-[AWT-EventQueue-0] INFO  wycc  - Select file csv
[2017-01-25 23:40:02,835]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:02,838]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:02,841]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:02,844]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:02,846]-[AWT-EventQueue-0] INFO  wycc  - 271194.0258461545
[2017-01-25 23:40:02,871]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:02,876]-[AWT-EventQueue-0] INFO  wycc  - 27109.367163076804
[2017-01-25 23:40:02,879]-[AWT-EventQueue-0] INFO  wycc  - 265760.00990769215
[2017-01-25 23:40:02,881]-[AWT-EventQueue-0] INFO  wycc  - 239184.10891692172
[2017-01-25 23:40:02,888]-[AWT-EventQueue-0] INFO  wycc  - 248751.40927360236
[2017-01-25 23:40:02,892]-[AWT-EventQueue-0] INFO  wycc  - 8690.0
[2017-01-25 23:40:02,975]-[AWT-EventQueue-0] INFO  wycc  - 257441.3692736025
[2017-01-25 23:40:02,995]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:02,998]-[AWT-EventQueue-0] INFO  wycc  - 64889.33143334606
[2017-01-25 23:40:03,001]-[AWT-EventQueue-0] INFO  wycc  - 2190.356164383561
[2017-01-25 23:40:03,004]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,007]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,010]-[AWT-EventQueue-0] INFO  wycc  - 67079.68759772876
[2017-01-25 23:40:03,013]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,018]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,026]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,040]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,046]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,050]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,058]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,084]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,097]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,109]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,115]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,118]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,122]-[AWT-EventQueue-0] INFO  wycc  - 33.198904109589044
[2017-01-25 23:40:03,124]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,127]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,129]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,132]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,136]-[AWT-EventQueue-0] INFO  wycc  - 9841.75
[2017-01-25 23:40:03,138]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,141]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,144]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,147]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,150]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,153]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,156]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,160]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,168]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,182]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,192]-[AWT-EventQueue-0] INFO  wycc  - 2649.318859079997
[2017-01-25 23:40:03,195]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,200]-[AWT-EventQueue-0] INFO  wycc  - 2649.318859079997
[2017-01-25 23:40:03,203]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,206]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,210]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,214]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,217]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,221]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,224]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,227]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,232]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,236]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,251]-[AWT-EventQueue-0] INFO  wycc  - 19672.909549742417
[2017-01-25 23:40:03,259]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,266]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,270]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,273]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,283]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,288]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,295]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,300]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,306]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,310]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,314]-[AWT-EventQueue-0] INFO  wycc  - 18837.077723793427
[2017-01-25 23:40:03,320]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,325]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,328]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,332]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,337]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,340]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,354]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,361]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,365]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,372]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,376]-[AWT-EventQueue-0] INFO  wycc  - 33621.05414352015
[2017-01-25 23:40:03,379]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,384]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,387]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,391]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,395]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,400]-[AWT-EventQueue-0] INFO  wycc  - 0.0
[2017-01-25 23:40:03,405]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,408]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,413]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,418]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,422]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,482]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,495]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,497]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,499]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,501]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,503]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,505]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,508]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,510]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,513]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,515]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,517]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,519]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,525]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,548]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,553]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,564]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,566]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,578]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,581]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,584]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,587]-[AWT-EventQueue-0] INFO  wycc  - Row : 2 Column : 3 value : Certificate N 
[2017-01-25 23:40:03,620]-[AWT-EventQueue-0] INFO  wycc  - 12456.0
[2017-01-25 23:40:03,623]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,625]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,627]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,630]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,635]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,638]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,640]-[AWT-EventQueue-0] INFO  wycc  - Row : 2 Column : 11 value : Quarterly date:
[2017-01-25 23:40:03,644]-[AWT-EventQueue-0] INFO  wycc  - 7/1/13
[2017-01-25 23:40:03,646]-[AWT-EventQueue-0] INFO  wycc  - 9/30/13
[2017-01-25 23:40:03,648]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,651]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,654]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,656]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,658]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,659]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,661]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,664]-[AWT-EventQueue-0] INFO  wycc  - Row : 2 Column : 21 value : Employer Contributions
[2017-01-25 23:40:03,667]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,669]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,671]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,674]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,676]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,678]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,680]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,713]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,742]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,743]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,746]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,748]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,750]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,751]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,753]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,754]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,755]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,758]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,760]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,761]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,762]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,764]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,765]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,776]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,779]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,781]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,783]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,785]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,787]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,831]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,833]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,835]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,853]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,855]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,861]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,863]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,865]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,882]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,886]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,894]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,898]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,899]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,901]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,905]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,910]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,911]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,914]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,917]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,919]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,922]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,926]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,927]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,931]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,933]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,937]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,943]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,946]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,949]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,996]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:03,999]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,001]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,003]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,005]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,006]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,008]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,011]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,012]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,014]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,016]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,017]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,020]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,022]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,024]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,025]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,067]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,069]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,070]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,073]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,076]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,080]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,082]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,084]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,086]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,087]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,089]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,090]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,092]-[AWT-EventQueue-0] INFO  wycc  - Row : 2 Column : 108 value : Employee Contributions
[2017-01-25 23:40:04,094]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,096]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,097]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,100]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,134]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,142]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,143]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,145]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,147]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,149]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,151]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,152]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,155]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,159]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,161]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,163]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,165]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,173]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,175]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,176]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,179]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,181]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,183]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,189]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 0 value : Reference Number
[2017-01-25 23:40:04,194]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 1 value : Type of Position
[2017-01-25 23:40:04,196]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 2 value : Position
[2017-01-25 23:40:04,197]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 3 value : Name, Surname
[2017-01-25 23:40:04,199]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,200]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 5 value : Vessel or Corporate
[2017-01-25 23:40:04,203]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 6 value : Crew Manning agency
[2017-01-25 23:40:04,206]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 7 value : Insurance Status
[2017-01-25 23:40:04,215]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,230]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,237]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,239]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,243]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 12 value : Start Date
[2017-01-25 23:40:04,245]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 13 value : End Date
[2017-01-25 23:40:04,246]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 14 value : Currency
[2017-01-25 23:40:04,248]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 15 value : Nb of Months
[2017-01-25 23:40:04,249]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 16 value : Nb of Days
[2017-01-25 23:40:04,252]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 17 value : Salary July      
[2017-01-25 23:40:04,253]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 18 value : Salary August      
[2017-01-25 23:40:04,255]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 19 value : Salary September
[2017-01-25 23:40:04,257]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 20 value : TOTAL Salaries
[2017-01-25 23:40:04,259]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 21 value : Health
[2017-01-25 23:40:04,262]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,263]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,265]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,266]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,268]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,270]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,272]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,274]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,275]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,277]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,278]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,280]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,282]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,284]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,285]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,287]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,289]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 38 value : Assistance & Repatriation
[2017-01-25 23:40:04,291]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,293]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,327]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,330]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,332]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,334]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,335]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,336]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,338]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,340]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,343]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,345]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,346]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 51 value : Health Family
[2017-01-25 23:40:04,348]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,350]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,353]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,355]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,357]-[AWT-EventQueue-0] INFO  wycc  - Row : 3 Column : 56 value :   LOL after accident
[2017-01-25 23:40:04,358]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,360]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,362]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,364]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,366]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,367]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,369]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,371]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,372]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,374]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,376]-[AWT-EventQueue-0] INFO  wycc  - nothing
[2017-01-25 23:40:04,378]-[AWT-EventQueue-0] INFO  wycc  - nothing
